1562975425748,null,60.25,humidity_local,60.25
1562975425748,null,20.0,temp_remote0,20.0
1562975425748,null,1,garageRelay,1
1562975435750,null,47,humidity_remote0,47
1562975435750,null,309,presistor_remote0,309
1562975435750,null,0,ledIndicator,0
1562975435750,null,1,garageRelay,1
1562975435750,null,1,relay2,1
1562975435750,null,60.25,humidity_local,60.25
1562975435750,null,20.0,temp_remote0,20.0
1562975435750,null,21.50,temp_local,21.50
1562975445751,null,60.25,humidity_local,60.25
1562975445751,null,321,presistor_remote0,321
1562975445751,null,0,ledIndicator,0
1562975445751,null,1,garageRelay,1
1562975445751,null,1,relay2,1
1562975445751,null,20.0,temp_remote0,20.0
1562975445751,null,21.50,temp_local,21.50
1562975445751,null,47,humidity_remote0,47
1562975455752,null,21.50,temp_local,21.50
1562975455752,null,333,presistor_remote0,333
1562975455752,null,0,ledIndicator,0
1562975455752,null,1,garageRelay,1
1562975455752,null,1,relay2,1
1562975455752,null,60.25,humidity_local,60.25
1562975455752,null,20.0,temp_remote0,20.0
1562975455752,null,47,humidity_remote0,47
1562975465752,null,21.50,temp_local,21.50
1562975465752,null,313,presistor_remote0,313
1562975465752,null,0,ledIndicator,0
1562975465752,null,1,garageRelay,1
1562975465752,null,1,relay2,1
1562975465752,null,60.25,humidity_local,60.25
1562975465752,null,20.0,temp_remote0,20.0
1562975465752,null,47,humidity_remote0,47
1562975475754,null,20.0,temp_remote0,20.0
1562975475754,null,311,presistor_remote0,311
1562975475754,null,0,ledIndicator,0
1562975475754,null,1,garageRelay,1
1562975475754,null,1,relay2,1
1562975475754,null,60.25,humidity_local,60.25
1562975475754,null,21.50,temp_local,21.50
1562975475754,null,47,humidity_remote0,47
1562975485755,null,21.50,temp_local,21.50
1562975485755,null,329,presistor_remote0,329
1562975485755,null,0,ledIndicator,0
1562975485755,null,1,garageRelay,1
1562975485755,null,1,relay2,1
1562975485755,null,60.25,humidity_local,60.25
1562975485755,null,20.0,temp_remote0,20.0
1562975485755,null,47,humidity_remote0,47
1562975495756,null,21.50,temp_local,21.50
1562975495756,null,332,presistor_remote0,332
1562975495756,null,0,ledIndicator,0
1562975495756,null,1,garageRelay,1
1562975495756,null,47,humidity_remote0,47
1562975495756,null,60.25,humidity_local,60.25
1562975495756,null,20.0,temp_remote0,20.0
1562975495756,null,1,relay2,1
1562975505756,null,47,humidity_remote0,47
1562975505756,null,309,presistor_remote0,309
1562975505756,null,0,ledIndicator,0
1562975505756,null,1,garageRelay,1
1562975505756,null,1,relay2,1
1562975505756,null,60.25,humidity_local,60.25
